pmid;cuis
22373947;"[""C0936012:1"",""C3714763:2"",""C0700321:1"",""C0580836:1"",""C0337189:1"",""C0001613:1"",""C0086582:1"",""C0439792:1"",""C0205177:5"",""C3665414:1"",""C0026809:3"",""C0205449:2"",""C1707478:1"",""C0205146:1"",""C1285529:1"",""C0205450:1"",""C0085672:1"",""C0032950:4"",""C0445383:1"",""C3844638:1"",""C0206535:1"",""C0547044:1"",""C0018017:1"",""C0040395:1"",""C1518422:2"",""C1839839:2"",""C0520510:3"",""C1031041:1"",""C0205171:1"",""C0013764:1"",""C0449829:2"",""C1292721:3"",""C0700231:2"",""C1266909:5"",""C1511726:1"",""C1274040:2"",""C0444598:1"",""C1880157:1"",""C0087111:3"",""C0449851:1"",""C0515591:2"",""C0222652:1"",""C1280412:1"",""C0332174:1"",""C0205102:3"",""C0443172:1"",""C2603343:1"",""C0443288:4"",""C0005938:1"",""C0040184:1"",""C0724624:2"",""C0427008:1""]"
15488030;"[""C2348205:1"",""C0015295:1"",""C0205286:1"",""C0521390:1"",""C0080089:1"",""C0205245:1"",""C0868928:4"",""C1883221:3"",""C0162493:1"",""C1513380:1"",""C0003241:4"",""C0115220:1"",""C1304649:2"",""C0026845:2"",""C0750491:1"",""C0332197:4"",""C0907533:7"",""C2741673:1"",""C0917713:1"",""C0043799:1"",""C0205449:2"",""C1511760:1"",""C0021044:1"",""C0947630:1"",""C1449957:1"",""C1874451:1"",""C1524057:1"",""C0005516:1"",""C0205307:1"",""C1414083:2"",""C0205177:1"",""C0449432:1"",""C1299586:2"",""C0332324:1"",""C1511545:1"",""C0439064:1"",""C0079259:3"",""C0205197:1"",""C0205171:1"",""C0040712:1"",""C2926606:1"",""C1563018:3"",""C0011900:3"",""C0205252:2"",""C0521114:1"",""C0021289:1"",""C0026882:1"",""C1550608:1"",""C0205547:1"",""C0205172:1"",""C1521733:1"",""C0332142:1"",""C0332183:1"",""C1522492:1"",""C3827682:1"",""C2745945:4"",""C1441616:1"",""C0205147:1"",""C0036208:4"",""C0205160:1"",""C0030552:1"",""C3829661:1"",""C1835870:1"",""C0132555:1"",""C1522138:1"",""C0242697:1"",""C0332241:1"",""C3829356:2""]"
16501048;"[""C1626935:1"",""C0086715:1"",""C0242697:1"",""C1412056:3"",""C0560435:2"",""C0001554:1"",""C0039796:1"",""C1564874:1"",""C0449445:1"",""C1705285:1"",""C0087136:1"",""C2827421:1"",""C0237881:2"",""C0392756:1"",""C0332464:1"",""C0750863:1"",""C0205373:2"",""C1419475:1"",""C1517892:1"",""C0026882:1"",""C0086022:1"",""C0013264:2"",""C0441889:2"",""C0015295:2"",""C0521447:1"",""C1292721:1"",""C0542341:2"",""C0229671:1"",""C0205208:1"",""C0127400:1"",""C0042449:1"",""C0079259:1"",""C1414083:1"",""C0449719:1"",""C0017337:1"",""C0026846:1"",""C0026845:1"",""C1280519:1"",""C0042153:1"",""C0026848:1"",""C1314680:1"",""C0841790:1"",""C0080124:1"",""C0700321:1"",""C0206535:1"",""C0205322:1"",""C1515655:1"",""C0007634:1"",""C1561607:1""]"
19371436;"[""C0597535:1"",""C0233820:1"",""C1705117:1"",""C3827682:1"",""C0237913:1"",""C0376522:2"",""C0439849:1"",""C1701901:3"",""C0449820:1"",""C0178587:1"",""C0679083:1"",""C0150098:3"",""C0237881:1"",""C0205460:2"",""C1707520:1"",""C0017337:9"",""C0936012:6"",""C0205448:3"",""C2348205:2"",""C1274040:3"",""C1704639:1"",""C0679560:2"",""C0205396:1"",""C0205171:2"",""C1707478:1"",""C1845118:1"",""C0750572:1"",""C0443172:2"",""C1511726:1"",""C1709450:5"",""C1881303:1"",""C1512571:1"",""C0348080:3"",""C0242485:1"",""C3714634:2"",""C0449851:3"",""C1709016:2"",""C1706907:1"",""C1704675:1"",""C3161035:1"",""C1427738:2"",""C1518422:2"",""C1517495:1"",""C0017262:1"",""C0750502:1"",""C0002045:1"",""C1547039:2"",""C0205156:1"",""C1882932:1"",""C1705242:4""]"
25244321;"[""C0332272:1"",""C1882348:1"",""C1880156:1"",""C3829661:1"",""C0302523:1"",""C1880022:1"",""C2985438:1"",""C3245512:1"",""C0332597:1"",""C1279901:1"",""C0868928:2"",""C0015295:9"",""C0030705:5"",""C3858758:1"",""C0008562:1"",""C0237881:1"",""C0439064:1"",""C0012634:1"",""C1845977:1"",""C1511726:1"",""C3842590:1"",""C1510438:1"",""C0439603:1"",""C1522138:1"",""C3476803:1"",""C0441889:2"",""C0011065:1"",""C2603343:1"",""C3494189:1"",""C3258811:1"",""C1441506:2"",""C1561491:1"",""C0441471:2"",""C0028630:2"",""C0450387:1"",""C0017382:1"",""C0205396:1"",""C0599755:1"",""C0263214:1"",""C1709016:1"",""C1704787:2"",""C2945760:1"",""C0017287:1"",""C1511760:1"",""C0752046:1"",""C0152035:2"",""C0700321:1"",""C0205448:1"",""C0026882:3"",""C0037179:1"",""C0234958:1"",""C0033053:1"",""C0450382:1"",""C0205147:1"",""C1719039:1"",""C0013264:1"",""C1705242:1"",""C0008628:3"",""C0205210:1"",""C0205144:1"",""C1272706:2"",""C0205447:1"",""C0450348:1""]"
20700113;"[""C0439272:1"",""C1304649:1"",""C0079925:1"",""C0031437:1"",""C1636779:1"",""C0301872:1"",""C0392760:1"",""C1555307:1"",""C1881903:2"",""C1314680:2"",""C0026845:2"",""C1704419:1"",""C2936243:1"",""C0206535:2"",""C0036043:1"",""C0040300:1"",""C0442893:1"",""C0205250:1"",""C1446409:1"",""C0033684:2"",""C3817553:1"",""C3842586:1"",""C0205100:1"",""C0008109:3"",""C1995013:1"",""C0332197:1"",""C0015295:1"",""C2348331:1"",""C1519595:1"",""C1706276:1"",""C0442711:1"",""C2828389:1"",""C0449445:1"",""C0013264:1"",""C0265268:2"",""C1414083:5"",""C0079941:1"",""C0021494:1"",""C0205373:3"",""C0443252:1"",""C0030705:1"",""C0205177:1"",""C0585332:1"",""C1516240:1"",""C0030956:2"",""C0205197:1"",""C0443264:1"",""C0699759:1"",""C0231484:1"",""C0003765:1"",""C0445550:1"",""C1457869:1"",""C3830527:1"",""C1274040:1"",""C0205245:2"",""C1521840:1"",""C0600688:1"",""C1521733:1"",""C0597535:1"",""C0039796:1"",""C0439230:1"",""C3245505:1"",""C2003903:1"",""C1254351:1"",""C0087111:1""]"
26911353;"[""C0332597:1"",""C1705242:1"",""C0026882:5"",""C2745945:4"",""C0205250:2"",""C0599755:1"",""C3258811:2"",""C0017337:1"",""C0917713:1"",""C0439660:1"",""C1414083:1"",""C3494189:1"",""C0087111:1"",""C0206415:1"",""C0439855:1"",""C0016884:1"",""C0086143:1"",""C3842588:1"",""C1517320:1"",""C1511760:1"",""C0332219:1"",""C0868928:1"",""C0205393:1"",""C2827424:2"",""C0039421:1"",""C0205314:1"",""C0205210:1"",""C3245512:1"",""C0205547:1"",""C2936622:1"",""C3842586:1"",""C0233820:1"",""C1517331:1"",""C1561491:3"",""C0205171:1"",""C0011900:2"",""C1518422:2"",""C1533716:1"",""C1521991:1"",""C2360800:1"",""C1707491:1"",""C1880156:1"",""C0030705:4"",""C1279901:1"",""C0441587:1"",""C0022885:1"",""C1707391:1"",""C0700321:3"",""C0022023:3"",""C1626935:1"",""C3842584:1"",""C3476803:4"",""C1274040:2"",""C3815181:1"",""C0027868:1"",""C1522138:1"",""C0314603:2"",""C0449851:3"",""C0936012:2"",""C1956002:1"",""C0549177:1"",""C0456389:1"",""C1527428:1""]"
26861054;"[""C0229671:1"",""C0031676:5"",""C3816446:1"",""C0001779:2"",""C0868928:4"",""C1959616:2"",""C0439234:2"",""C0205448:1"",""C0877853:1"",""C1527148:1"",""C0027361:1"",""C1446409:2"",""C0017260:4"",""C0005767:3"",""C0030705:4"",""C0031618:1"",""C0237881:1"",""C1265611:4"",""C2603343:1"",""C0024299:1"",""C0430022:1"",""C1705938:1"",""C0013264:1"",""C0205170:1"",""C0028580:1"",""C1705242:1"",""C0205160:2"",""C0936012:1"",""C0007134:1"",""C0935681:1"",""C1708335:3"",""C0205314:1"",""C0302523:1"",""C0023418:1"",""C0019737:1"",""C0024337:1"",""C0150312:1"",""C3827682:1"",""C0031623:1"",""C0019728:1"",""C1533691:1"",""C0205307:1"",""C0031621:1"",""C0016884:1"",""C0206836:1"",""C0205250:3"",""C3715157:1""]"
24620745;"[""C1521840:2"",""C0205094:1"",""C1511726:1"",""C0040184:1"",""C2931687:1"",""C0013264:1"",""C0314603:1"",""C0087111:2"",""C0033268:2"",""C0332185:2"",""C0205146:1"",""C1519249:1"",""C0009450:1"",""C1280477:1"",""C0700321:1"",""C1527148:1"",""C0184511:1"",""C0600219:1"",""C1416776:1"",""C0205234:1"",""C0567416:1"",""C0443264:2"",""C0560435:4"",""C0205360:1"",""C0205225:1"",""C3886496:1"",""C0457083:1"",""C1850808:1"",""C0037791:1"",""C0001554:1"",""C0423866:1"",""C0282461:1"",""C0751336:1"",""C0439064:1"",""C0021666:2"",""C1414083:1"",""C0598279:1"",""C0449445:2"",""C1512693:1"",""C0026847:1"",""C1516606:1"",""C0935882:1"",""C0038952:1"",""C0027868:1"",""C1522492:1"",""C1293116:1"",""C0442805:2"",""C0725066:1"",""C0033684:1"",""C0026609:1"",""C1709630:2"",""C1096775:1"",""C0015295:5"",""C0686353:1"",""C1879848:1""]"
12420801;"[""C1512612:1"",""C0027880:2"",""C0314603:1"",""C0719214:1"",""C0449379:1"",""C0206249:1"",""C3840684:1"",""C1521991:1"",""C1882365:1"",""C3161035:1"",""C1533716:1"",""C2603343:1"",""C3840763:1"",""C0006104:2"",""C1280519:1"",""C0027882:1"",""C0205388:1"",""C0599779:1"",""C0007634:1"",""C0439831:1"",""C1880022:1"",""C0205314:2"",""C0027765:1"",""C0870951:1"",""C1552857:1"",""C0277785:1"",""C1636779:1"",""C1880355:1"",""C0441712:4"",""C1853126:1"",""C0023981:1"",""C0543488:1"",""C1527180:1"",""C0199176:1"",""C0443172:1"",""C0376554:1"",""C0025260:3"",""C0337076:1"",""C3828842:1"",""C0042567:1"",""C0023185:2"",""C0039796:1"",""C1522492:1"",""C0233820:1"",""C1707959:1"",""C1522508:1""]"
19108575;"[""C0442117:1"",""C0242692:2"",""C1839839:1"",""C1417759:1"",""C0042401:3"",""C1274040:1"",""C1521991:2"",""C0003847:2"",""C0542341:1"",""C0521324:1"",""C0027061:1"",""C0028128:1"",""C0013264:1"",""C0012634:1"",""C3151529:1"",""C1705242:1"",""C1420296:1"",""C0332185:1"",""C0221099:1"",""C0326287:1"",""C0037533:1"",""C0023690:1"",""C1414083:2"",""C0013216:1"",""C0014257:1"",""C0332197:1"",""C0205225:1"",""C0001041:1"",""C0907533:4"",""C0205263:1"",""C0597639:1"",""C0026809:5"",""C1518422:4"",""C0206535:1"",""C1513763:1"",""C1171318:3"",""C1517892:1"",""C1457887:1"",""C1744691:1"",""C0595862:1"",""C1636779:5"",""C0470689:1"",""C0012359:2"",""C0699748:1""]"
23716353;"[""C1518422:3"",""C0332306:1"",""C2003903:2"",""C1883709:2"",""C0917713:1"",""C0010287:1"",""C0027078:1"",""C0205170:1"",""C0026848:1"",""C0005767:1"",""C0648370:3"",""C1293116:1"",""C0005516:4"",""C0017924:1"",""C0015259:1"",""C1420621:1"",""C0077401:5"",""C3806200:3"",""C0582205:1"",""C0442805:2"",""C1550501:1"",""C0032105:2"",""C1274040:2"",""C0205172:2"",""C3844638:1"",""C1708335:1"",""C0205210:1"",""C3827682:1"",""C3830527:1"",""C1279919:1"",""C0441869:1"",""C0030705:1"",""C3245512:1"",""C0449851:1"",""C0040223:1"",""C1707478:1"",""C0205171:1"",""C0242295:1""]"
15986277;"[""C0423105:1"",""C0543467:7"",""C0010031:1"",""C0728940:1"",""C0868928:1"",""C0449851:1"",""C0030705:4"",""C0205171:1"",""C0162791:1"",""C0205448:2"",""C0032787:1"",""C0034869:1"",""C1274040:2"",""C0009566:1"",""C1282542:1"",""C1282761:1"",""C1707478:1"",""C0205170:1"",""C0205210:1"",""C1522496:1"",""C0234621:1"",""C1282203:4""]"
27535714;"[""C0683521:1"",""C0205307:1"",""C0019994:2"",""C1883708:1"",""C0007412:1"",""C0376558:1"",""C0014025:1"",""C0439534:1"",""C1167956:1"",""C0012963:3"",""C1510829:1"",""C0002598:2"",""C0522498:1"",""C1281998:1"",""C0441889:2"",""C0018801:5"",""C2348205:1"",""C0128513:1"",""C0442027:1"",""C0178602:1"",""C0242692:1"",""C0031727:1"",""C0013264:1"",""C3277906:1"",""C0149783:3"",""C0013516:1"",""C0032950:1"",""C0019079:1"",""C0348080:1"",""C0053799:1"",""C0030705:2"",""C3829443:1"",""C0010294:1"",""C1280519:3"",""C0439234:1"",""C0012000:1"",""C0574032:4"",""C0042514:1"",""C2986411:1"",""C0001617:1"",""C0225897:1"",""C0029921:1"",""C0580836:1"",""C1457868:1"",""C0020564:1"",""C0684224:1"",""C0086582:1"",""C0018800:2"",""C0025080:1"",""C0917713:2""]"
18666839;"[""C2603343:1"",""C1545588:1"",""C0878544:1"",""C1636779:1"",""C0205156:1"",""C0443289:1"",""C0027061:1"",""C1279901:1"",""C1555307:1"",""C2986594:2"",""C0242692:1"",""C0037179:1"",""C0040223:1"",""C0127400:1"",""C0001417:1"",""C0017296:2"",""C0030705:1"",""C0549177:1"",""C1281570:1"",""C0206535:2"",""C0449943:1"",""C1412056:3"",""C0021494:1"",""C1637833:1"",""C0018810:1"",""C1522326:2"",""C1414083:1"",""C0522055:1"",""C0013264:1"",""C0086022:1"",""C0429028:1"",""C0429087:1"",""C0087111:1""]"
16943178;"[""C1517892:1"",""C0036226:1"",""C0205374:1"",""C0521119:1"",""C0243095:1"",""C0022023:1"",""C0702240:1"",""C0029393:1"",""C3661513:1"",""C1710082:1"",""C0205276:2"",""C0596235:2"",""C1711200:1"",""C0037633:1"",""C0026845:1"",""C0392747:1"",""C1704336:1"",""C0001779:1"",""C0700321:1"",""C2603343:1"",""C0392756:1"",""C0025252:1"",""C0033213:1"",""C1823164:2"",""C0596981:1""]"
18513510;"[""C2603361:1"",""C3842588:1"",""C3843647:1"",""C0012359:3"",""C0242656:1"",""C0011065:2"",""C0205195:2"",""C1704620:1"",""C1521725:1"",""C0878544:5"",""C0011900:5"",""C0018802:1"",""C0026266:1"",""C0018823:3"",""C1707478:1"",""C0013516:1"",""C0030705:3"",""C0917713:2"",""C0449851:1"",""C0205250:3"",""C1521828:1"",""C0441861:1"",""C0731033:1"",""C0013264:1"",""C3817553:1"",""C1518422:2"",""C1514756:1"",""C1705242:1"",""C2745945:10"",""C0439234:4"",""C0009247:1"",""C3533236:1"",""C0442709:1"",""C0547044:1"",""C0549183:1"",""C0205172:1"",""C2948600:1"",""C2603343:1"",""C0542341:1"",""C0038952:1"",""C0031082:1"",""C0205307:1"",""C0087136:1"",""C0008059:3"",""C1274040:3"",""C2348205:1"",""C3842508:1"",""C1959644:1"",""C0871421:1"",""C0439534:1"",""C0441833:6"",""C0450389:1"",""C3841811:1"",""C0007193:2"",""C0455824:1"",""C2599768:1"",""C1706907:1""]"
24931439;"[""C0205314:1"",""C0439662:1"",""C0600219:1"",""C0449475:1"",""C3829356:1"",""C0332464:1"",""C0043457:5"",""C0026848:7"",""C3161035:4"",""C1280477:1"",""C1517331:1"",""C0301872:1"",""C0085104:1"",""C1634625:1"",""C0004951:1"",""C1706852:1"",""C0868955:1"",""C0443211:1"",""C0013218:1"",""C1293116:1"",""C1947916:1"",""C0549177:2"",""C0150270:1"",""C0205146:1"",""C0021368:1"",""C1305399:1"",""C0031330:4"",""C0449445:4"",""C0013264:1"",""C1514721:1"",""C3812881:3"",""C0920472:1"",""C0599779:2"",""C3161471:1"",""C0562342:1"",""C0878517:1"",""C0678257:1"",""C2603343:1"",""C0017428:1"",""C0220806:1"",""C1522326:1"",""C1880355:1"",""C0042153:1""]"
21121926;"[""C0033684:1"",""C1441547:1"",""C0017296:1"",""C3166194:1"",""C0127400:1"",""C1706839:1"",""C0205393:1"",""C0039796:1"",""C0521116:1"",""C0015295:1"",""C0017337:1"",""C0242612:1"",""C0449445:3"",""C1883708:1"",""C0012634:1"",""C1705179:1"",""C0205448:1"",""C1096775:1"",""C0392360:1"",""C0013264:1"",""C0560435:1""]"
18500253;"[""C3844638:1"",""C0018017:2"",""C1136186:1"",""C0596995:2"",""C0040288:2"",""C0599856:1"",""C1709854:2"",""C0678594:1"",""C1522492:1"",""C1517331:1"",""C1414083:1"",""C0026809:1"",""C1883559:1"",""C0079259:3"",""C1504389:2"",""C1272703:1"",""C0012984:1"",""C0237753:1"",""C0087111:1"",""C0026845:2"",""C0439230:1"",""C0086418:2"",""C0008109:1"",""C0013264:1"",""C1511726:1"",""C0205409:1"",""C0030705:1"",""C0439662:1"",""C1533685:1"",""C0596981:1"",""C0008976:1"",""C0018935:2"",""C0205393:1"",""C0020963:2"",""C1522138:1"",""C0026850:1"",""C2348628:1"",""C0439064:1"",""C0038250:2"",""C1883357:1"",""C1441547:1"",""C0242697:1"",""C0205448:1"",""C0040732:1"",""C0472699:1"",""C0547044:1"",""C0392760:1"",""C3242229:1"",""C0184511:1"",""C0231198:1"",""C0450127:1"",""C1515895:1""]"
16980656;"[""C0036720:1"",""C0945826:1"",""C1286282:1"",""C0021149:1"",""C0679560:1"",""C1521798:1"",""C3540473:1"",""C0006556:1"",""C0001688:1"",""C0443252:1"",""C0017710:2"",""C0013264:1"",""C0678951:1"",""C1517945:1"",""C0030705:3"",""C0149783:1"",""C3816449:1"",""C0026882:2"",""C0001779:1"",""C0007294:2"",""C1829939:1"",""C1707478:1"",""C0205087:1"",""C1953353:1"",""C0205449:1"",""C0002520:1"",""C0449851:1"",""C0205454:1"",""C3539572:4"",""C1511726:1"",""C0032952:1"",""C0057258:1"",""C0019425:1"",""C1706907:1"",""C1882417:1"",""C3844638:1"",""C1334899:1"",""C0003995:1"",""C0733755:2"",""C0439793:1""]"
26721683;"[""C0699036:1"",""C3658200:1"",""C1513371:1"",""C1704970:1"",""C0443281:4"",""C0449851:2"",""C1136365:1"",""C1467468:1"",""C1414083:2"",""C0205210:1"",""C0542560:1"",""C1533685:2"",""C3161035:1"",""C0442120:1"",""C0544665:1"",""C1442449:1"",""C0439230:1"",""C0012634:1"",""C0442117:1"",""C1314680:1"",""C0017428:1"",""C1442465:1"",""C0206535:1"",""C0005615:1"",""C0018787:1"",""C0127400:1"",""C0026845:2"",""C3245505:2"",""C2316203:1"",""C0231290:1"",""C1171362:1"",""C0242692:1"",""C1705242:1"",""C0017337:2"",""C1515655:1"",""C0013264:1"",""C0026882:2"",""C0205095:1"",""C0015295:1"",""C0868955:2"",""C0079259:1"",""C0560435:1"",""C2598165:1"",""C1522326:1"",""C0596988:1""]"
23823696;"[""C0013264:1"",""C0449445:1"",""C1413134:1"",""C1279038:2"",""C0141561:1"",""C0034964:1"",""C0028863:1"",""C0233820:2"",""C0241886:3"",""C0026850:1"",""C0030956:1"",""C2064889:1"",""C0205436:1"",""C1518422:1"",""C0103403:1"",""C1705242:1"",""C1561607:1"",""C0333607:3"",""C3463810:1"",""C1705535:1"",""C0016059:1"",""C0443211:1"",""C1839839:1"",""C1292721:1"",""C1511487:1"",""C0333606:1"",""C2363430:2"",""C1882348:1"",""C1444565:1"",""C0205170:1"",""C1522138:1"",""C0441712:3"",""C0206535:1"",""C0333348:1"",""C0392760:1"",""C0013227:1"",""C0449621:1"",""C0392762:1"",""C0205314:3"",""C0205393:1"",""C0252527:1"",""C0872252:1"",""C0022023:1"",""C1545588:1"",""C0231335:1"",""C0235957:1"",""C0037003:2"",""C0026845:2"",""C0449911:1"",""C1832073:1"",""C0005516:1"",""C0085732:1"",""C0314603:1"",""C3245505:1"",""C0181496:1"",""C0243095:1"",""C1521991:1"",""C1874451:1"",""C0026848:1"",""C1707455:1"",""C1517945:1"",""C0012634:2"",""C0205396:1"",""C2346714:1"",""C0033684:2"",""C0449851:1""]"
15921812;"[""C0522501:1"",""C0745157:1"",""C0225870:1"",""C1522577:2"",""C0449450:1"",""C1655270:2"",""C0442805:1"",""C0027061:1"",""C2603343:1"",""C0018801:1"",""C1441616:1"",""C0079259:2"",""C0240035:1"",""C1279901:1"",""C1524057:1"",""C0917713:1"",""C3843647:1"",""C0225897:1"",""C0682566:1"",""C0439234:2"",""C0007194:1"",""C0205265:1"",""C0700124:1"",""C0580836:1"",""C1167404:1"",""C0178539:1"",""C0870221:1"",""C0005558:2"",""C0332506:1"",""C0205288:1"",""C0020564:2"",""C0039155:1"",""C1517945:1"",""C0225883:1"",""C0237881:1"",""C0829120:1"",""C2745945:2"",""C0596901:1"",""C1838681:1"",""C0242697:1"",""C0542341:1"",""C0013516:2"",""C0033085:1""]"
22278411;"[""C1839839:1"",""C1442451:1"",""C0026845:3"",""C0079904:2"",""C1979936:1"",""C0206535:7"",""C0332452:1"",""C2926606:1"",""C0332177:4"",""C1522326:1"",""C1517499:1"",""C0001779:2"",""C0086597:2"",""C1516240:2"",""C1314680:3"",""C0333607:1"",""C0449943:1"",""C0439231:1"",""C0441833:1"",""C0936012:1"",""C0392762:1"",""C0205448:1"",""C0030664:2"",""C0699748:1"",""C0027540:2"",""C1883357:1"",""C2986594:1"",""C0030705:1"",""C1412113:2"",""C0441889:1"",""C1514798:1"",""C1467468:1"",""C0001554:2"",""C0449445:1"",""C2986464:1"",""C0205393:1"",""C0205164:1"",""C0079259:1"",""C2930586:8"",""C0205177:1"",""C0332239:1"",""C0035696:1"",""C0443348:1"",""C1518422:1"",""C1412056:2"",""C0021376:3"",""C0214222:3"",""C0580836:4"",""C1711351:1"",""C0013264:1"",""C0858952:1"",""C1523116:1"",""C1453853:6"",""C0162574:1"",""C2603343:1"",""C1879652:1""]"
16322188;"[""C0001779:2"",""C0521346:2"",""C0205436:1"",""C0948955:1"",""C0917713:2"",""C0013264:1"",""C1457887:1"",""C0205393:1"",""C0878544:1"",""C2371925:1"",""C0443211:1"",""C0086388:1"",""C0681472:1"",""C0030705:1"",""C1522138:2"",""C1285529:1"",""C2698651:1"",""C0439234:2"",""C0945826:1"",""C0018787:1"",""C0087009:1"",""C0547044:1"",""C3806327:1"",""C0027361:1"",""C0018801:2"",""C0205170:1"",""C0449259:2"",""C0680085:1"",""C0026850:1"",""C0175860:1"",""C1522492:1"",""C0011900:1"",""C0011065:1"",""C0220825:1"",""C1517945:1"",""C0205210:1"",""C0205171:1"",""C1518422:1"",""C0205329:1"",""C0231335:1"",""C0034866:1"",""C0012634:2""]"
21934652;"[""C0206153:1"",""C1704332:1"",""C1334879:3"",""C0079259:1"",""C0012984:3"",""C0022341:1"",""C0205280:1"",""C1555307:1"",""C1883708:1"",""C0021492:1"",""C2248778:7"",""C0205145:1"",""C0030705:1"",""C1956032:1"",""C0205087:1"",""C2603343:1"",""C0254837:1"",""C2945687:2"",""C0040300:1"",""C0175969:1"",""C0007634:3"",""C0332664:1"",""C0314603:1"",""C0019721:1"",""C2926606:1"",""C0282637:1"",""C0332272:1"",""C0150312:1"",""C0027100:1"",""C0301944:1"",""C0439230:1"",""C0081935:3"",""C0026845:3"",""C0444498:1"",""C1533691:1"",""C0087111:2"",""C0449445:2"",""C1373218:1"",""C0750546:1"",""C0333668:1"",""C1160185:1"",""C0449851:1"",""C0205431:1"",""C0332197:1"",""C0005516:1"",""C1417574:1"",""C0021487:1"",""C1173297:1"",""C1279919:1"",""C1257975:1"",""C0220781:1"",""C0543488:1"",""C0085732:1"",""C0678723:1"",""C0013264:2"",""C0242697:1"",""C0205314:1"",""C0010453:3""]"
11280167;"[""C0936012:2"",""C0205172:2"",""C0547044:1"",""C0080103:1"",""C0205452:2"",""C1883633:2"",""C0150312:1"",""C2745945:3"",""C0017382:1"",""C1518422:4"",""C0026882:1"",""C0562018:1"",""C1709269:1"",""C1155792:1"",""C0205224:1"",""C0037047:2"",""C0034865:2"",""C1879652:2"",""C0030705:1"",""C0454907:2"",""C0015780:3"",""C1444641:1"",""C1707478:1"",""C0678594:1"",""C2986490:1"",""C0205250:1"",""C2603343:2"",""C0205449:1"",""C0017337:4"",""C1882417:1"",""C0282524:1"",""C0018017:1"",""C1414083:3"",""C0205447:4"",""C0449439:1"",""C3173575:1"",""C0205307:1"",""C0027361:1"",""C1274040:1"",""C1708726:2"",""C0205451:1"",""C1519302:1"",""C0019426:1"",""C0849355:1"",""C0205171:1"",""C2948600:1"",""C1706907:1"",""C0033053:1"",""C0015576:7"",""C0439509:1"",""C3542021:1"",""C0205107:1"",""C0005516:2"",""C0549177:1"",""C0007294:1"",""C0449851:1"",""C0018591:2""]"
11913578;"[""C0814896:1"",""C0439165:1"",""C0242697:2"",""C0205462:1"",""C1446409:1"",""C0008059:1"",""C0009932:1"",""C0039259:1"",""C2603343:1"",""C0376669:3"",""C0547044:1"",""C0026848:1"",""C1705242:1"",""C0205250:1"",""C0162638:1"",""C0030705:2"",""C0750480:1"",""C1518422:1"",""C1510829:1"",""C1510992:1"",""C0332472:1"",""C1304649:1"",""C0205146:1"",""C2751835:1"",""C0026845:2"",""C0549177:1"",""C2705716:2"",""C1517331:1"",""C0521447:2"",""C0370003:1"",""C0013264:3"",""C0444498:1""]"
20151467;"[""C1513763:1"",""C0806909:2"",""C1516240:1"",""C1307407:4"",""C0073336:1"",""C0037083:3"",""C0240421:1"",""C0001779:1"",""C0026809:6"",""C0547044:1"",""C0439855:1"",""C0238598:1"",""C0026845:4"",""C1521840:1"",""C0206535:2"",""C0043100:2"",""C0332239:1"",""C0439231:1"",""C3245505:1"",""C0072980:1"",""C0439230:1"",""C1839839:1"",""C0441722:2"",""C0333641:1"",""C0441889:1"",""C0392756:1"",""C0024660:1"",""C1956032:1"",""C0031715:1"",""C0439228:1"",""C0580836:4"",""C0164786:2""]"
23921283;"[""C2825407:1"",""C1527148:1"",""C2926735:1"",""C0443252:1"",""C0034012:2"",""C1518422:1"",""C0087111:2"",""C0042153:1"",""C0008976:1"",""C0016884:1"",""C1707478:1"",""C0031928:1"",""C0034011:1"",""C0149783:1"",""C0439234:1"",""C0678896:1"",""C1627769:2"",""C0205421:1"",""C0870221:1"",""C0001779:2"",""C1274040:1"",""C0023980:1"",""C0205547:1"",""C0205171:1"",""C0449851:1"",""C0013264:2"",""C0030705:2"",""C0580836:1"",""C0879626:1"",""C1706907:1"",""C1705242:2"",""C0057258:4"",""C0178602:2"",""C0017710:2""]"
23263329;"[""C0597357:1"",""C2346711:1"",""C1279901:1"",""C0018787:3"",""C0068355:1"",""C1527148:1"",""C0449258:1"",""C0161816:1"",""C0449851:2"",""C0031715:1"",""C0439231:2"",""C0013264:1"",""C0031330:1"",""C2926606:1"",""C0597198:1"",""C1708715:3"",""C1839839:1"",""C0036226:1"",""C0442801:1"",""C1704686:1"",""C0205202:1"",""C0596981:1"",""C0868945:2"",""C1518422:1"",""C0033666:1"",""C0132555:1"",""C1156269:1"",""C0599779:1"",""C0242606:2"",""C1710082:1"",""C0030011:1"",""C0243077:1"",""C0205177:1"",""C1882115:1"",""C0206535:3"",""C0871261:1"",""C0340434:1"",""C0007634:1"",""C0003402:1"",""C0225828:1"",""C3540473:1"",""C2979881:1"",""C0332185:1"",""C0248868:2"",""C0006685:1"",""C0015127:1"",""C0443172:4"",""C0243076:1"",""C0205404:1"",""C1419778:5"",""C0026848:1"",""C0030685:1"",""C0035983:1"",""C0231337:1"",""C0205474:1"",""C0542341:1"",""C0001779:2"",""C0205087:1"",""C1274040:1"",""C0596235:6"",""C0332239:2"",""C1881366:3"",""C2717948:1"",""C0242656:2"",""C0038442:1"",""C0441712:1"",""C1881189:2"",""C1707478:1""]"
